Bus No,Start,Destination,Route,Area Section
147,T.Nagar,Madhavaram,"Moolakadai, Retteri, Thirumangalam, Rountana, Loyola College, Mahalingapuram, Panagal park",T.Nagar
147A,T.Nagar,Mugappair East,Anna Nagar,T.Nagar
147B,T.Nagar,Mugappair West,Anna Nagar,T.Nagar
147C,T.Nagar,Ambattur O.T.,"Collector Nagar, Blue Star, Anna Hospital, Loyalla College, Sterling Road, Valluvar Kottam",T.Nagar
147Cxt,T.Nagar,Ayapakkam,Ambattur I.E,T.Nagar
147S,T.Nagar,Senthil Nagar,"Thirumullaivoyil, Ambattur OT, Collector Nagar, Roundtana, Loyallo College, Valluvar Kottam",T.Nagar
147T,T.Nagar,Mathur MMDA,"Madhavaram, Moolakadai, Retteri, Thirumangalam, Rountana, Loyola College, Mahalingapuram, Panagal park",T.Nagar
154,T. Nagar,Pattur,"Mangadu, Iyyapanthangal, Porur, Ramapuram, St.Thomas Mount, Guindy, Saidapet",T.Nagar
519A,T. Nagar,Aalathur IE,"Saidapet, Tidel park,Sholinganallur, Kelambakkam, Thirupporur",T.Nagar
576,T. Nagar,Kanchipuram,"Saidepet, Guindy, Porur, Poonamallee, Irrungattukottai, Sriperumbudur, Sunguvarchathiram, Pillai chatiram, Kamakshi Temple",T.Nagar
582,T. Nagar,Vallakkottai,"Saidapet, Guindy, Porur, Poonamallee, Sriperumbudur, Bhondur, Pattunul Chatiram",T.Nagar
599,T. Nagar,Mamallapuram,"Saidapet, Adyar, Thiruvanmiyur, Injambakkam, Kovalam, Thiruvedanthai, Vadanemili",T.Nagar
51F,T. Nagar,Sunnabu kulathur,Velachery,T.Nagar
B51,T. Nagar,Tambaram East,"Camp Road, Santhosapuram, Medavakkam Koot Road, Kilkattalai, Madipakkam koot Road,Mount, Kathipara, Guindy",T.Nagar
V51,T. Nagar,TambaramWest,"Saidapet, Velachery, Ram Nagar, Madipakkam, Kilkattalai, Kovilambakkam, Medavakkam Koot Road, Kamarajapuram, Camp Road",T.Nagar
70P,T. Nagar,Veppampattu,"Thirunindravur, Avadi, Ambattur OT, Collector Nagar, CMBT, Liberty",T.Nagar
V151,T. Nagar,Tambaram East,"Saidapet, Velachery, Kamatchi Hospital, S.Kolathur, Kovilambakkam, Medavakkam Koot Road, Kamarajapuram, Camp Road",T.Nagar
154A,T. Nagar,Thirunindravur,"Kosavapalayam, Pudhuchatiram, Vellavedu, Thirumazhisai, Poonamallee, Kumananchavadi, Iyyapanthangal,",T.Nagar
500,T. Nagar,Chengalpattu,"Singaperumal Koil, Maraimalai nagar IE, Guduvancherry, Vandalur Zoo, Tambaram, Pallavaram, Guindy, Saidapet",T.Nagar
554,T. Nagar,Sunguvarchatira m,"Saidapet, Guindy, Porur, Kumananchavadi, Poonamallee, Irrungattukottai,Sriperumbudur",T.Nagar
5S,T.Nagar,Thiruvanmiyur,"Adyar, Kotturpuram",T.Nagar
11,T.Nagar,Broadway,"Panagal park, Vani mahal, Thousand Lights, TVS, Central R.S",T.Nagar
11A,T.Nagar,Vallalar Nagar,"Annasalai, Central R.S, Parry's Corner, Stanley Hospital",T.Nagar
11A xt,T.Nagar,M.K.B Nagar East,"Annasalai, Central R.S, Parry's Corner, Stanley Hospital, Vallalar nagar, Vysarpadi",T.Nagar
A11,T.Nagar,Broadway,Teynampet,T.Nagar
G18,T.Nagar,Guduvanchery,"Saidapet, Guindy, Pallavaram, Chromepet, Tambaram, Vandalur Zoo",T.Nagar
G18 xt,T.Nagar,Maraimalai nagar,"Saidapet, Guindy, Pallavaram, Chromepet, Tambaram, Vandalur Zoo, Guduvanchery",T.Nagar
M18C,T.Nagar,Kilkattalai,"Madipakkam Koot Road, Nanganallur, Guindy, Saidapet",T.Nagar
28D,T.Nagar,Thiruvottiyur,"Therady, Rajakadai, Tollgate, Tondiarpet, Vallalar nagar, Regal, Central, Zimson, LIC, TVS, Thousand Lights, DMS, Panagal park",T.Nagar
38J,T.Nagar,Madhavaram,"Thapal Petti, Moolakadai, Sharma nagar, Vyasarpadi, Basin Bridge, Mint, Stanley, Beach R.S, Broadway, Central, LIC, TVS, DMS, Panagal Park",T.Nagar
49B,T.Nagar,Poonamallee,"Kumananchavadi, Mangadu, Porur, K.K. Nagar, Ashok Pillar",T.Nagar
52C,T.Nagar,Hasthinapuram,"Chromepet,Pallavaram, Guindy, Saidap et",T.Nagar
54P,T.Nagar,Poonamallee,"Kumanan chavadi, Mangadu, Paraniputhur, Baikadai, Moulivakkam, Porur, Guindy, Saidapet",T.Nagar
54S,T.Nagar,Vadaku Malaiyambakka m,"Poonamallee, Kumanan chavadi, Iyyppanthangal, Porur, Guindy, Saidapet",T.Nagar
M79,T.Nagar,Padappai,"Samthuvapuram, Karasangal, Mannivakkam, Mudichur, Old Perugalathur, Tambaram, Chromepet, Pallavaram, Meenambakkam, Asharkana, Guindy, Little mount, Saidapet",T.Nagar
88C cut,T.Nagar,Kundrathur,"Sirukalathur, Kundrathur B.S, Koovoor, Periyapannicherry, Baikadai, Porur, Guindy, Saidapet, DMS, TVS, Central R.S",T.Nagar
114T,T.Nagar,Padiyanallur,"Panagal park, Liberty, Power house, Vadapalani Koil, Vadapalani, CMBT, Thirumangalam, Anna nagar west, Kolathur, Retteri, Puzhal, Kavangarai, Ayurveda Ashramam, Red Hills",T.Nagar
M119A,T.Nagar,Semmencheri,"Saidapet, Velachery, SRP, Perungudi",T.Nagar
188K,T.Nagar,Katrambakkam,"Kundrathur, Koovoor, Periyapannicherry,Baikadai, Moulivakkam, Porur, Manapakkam, Nandambakkam,Butt road, Kathipara, Guindy I.E, Little Mount, Saidapet",T.Nagar
591,T.Nagar,Perambakkam,"Guindy, Porur, Poonamallee, Thandalam, Mannur, Kattukoot rd, Mappedu, Koovam",T.Nagar
597,T. Nagar/Ma ndaveli,Thiruvallur,"Guindy, Iyypanthangal, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar",T.Nagar
18H,Tambaram,Naduveerapattu,"Kannadapalayam, Pazhanthandalam Koot road, Ettayapuram, Somangalam Koot road",Tambaram
18L,Tambaram,Madambakkam,"Perugalathur, Vandaloor Zoo, Guduvanchery, Madambakkam koot road",Tambaram
18S,Tambaram,Somangalam,"Kannadapalayam, Pazhanthandalam Koot road, Ettayapuram, Somangalam Koot road, Poonthandalam",Tambaram
18S extn,Tambaram,Nallur,"Kannadapalayam, Pazhanthandalam Koot road, Ettayapuram, Somangalam Koot road, Poonthandalam, Somangalam",Tambaram
21G,Tambaram,Broadway,"Anna Square, Mylapore, Mandaveli, Adyar Gate, Guindy",Tambaram
51G,Tambaram,Vengaivasal,"Camp Road, Rajakilpakkam, Madambakkam",Tambaram
55,Tambaram,Mannivakkam/ Vandalur Gate,"Old Perugalathur, Mudichur",Tambaram
55D,Tambaram,Keerapakkam,"Perugalathur, Sadhanapuram, Nedugudram, Kolapakkam, Rathnamangalam, Kandigai",Tambaram
55G,Tambaram,Vengambakkam,"Perugalathur, Sadhanapuram, Nedugudram, Kolapakkam, Vengambakkam koot road",Tambaram
55J,Tambaram,Poonamallee,"Kadapery, Thiruneermalai, Burma Colony, Vazhuthulapedu, Kundrathur Murugan koil, Kundrathur, Mangadu, Kumanan chavadi",Tambaram
55K,Tambaram,Poonamallee,"Tambaram Sanatorium, Chromepet, Pallavaram, Pammal Kamarajapuram, Thiruneermalai, Kundrathur Murugan koil, Kundrathur, Mangadu, Kumanan chavadi",Tambaram
118,Tambaram,Maraimalai Nagar I.E,"Irumbuliyur, Perugalathur, Vandalur Gate, Vandalur Zoo,Oorapakkam School, Oorapakkam Tea shop,Guduvanchery, SRM University",Tambaram
118K,Tambaram,Kilakaranai Koot road,"Irumbuliyur, Perugalathur, Vandalur Gate, Vandalur Zoo,Oorapakkam School, Oorapakkam Tea shop,Guduvanchery, SRM University, Maraimalai nagar IE, Kilakaranai",Tambaram
166,Tambaram,Iyyappanthanga l,"Ramachandra Hospital, Porur, Porur Powerhouse, Gerugumbakkam, Kovur, Moondram kattalai, Kundrathur, Anagaputtur, Pammal, Pallavaram, Chromepet",Tambaram
170,Tambaram,Thiruverkadu,"CMBT, Vadapalani, Guindy, Pallavaram, Chromepet",Tambaram
170G,Tambaram,Periyar Nagar,,Tambaram
515,Tambaram,Mamallapuram,"Vandalur Zoo, Kolapakkam, Vengambakkam, Rathinamangalam, Kandigai, Melkottaiyur, Kilkottaiyur, Mambakkam, Pudhupakkam, Kelambakkam, Kalavakkam, Thirupporur, Thandalam, Paiyanoor",Tambaram
555,Tambaram,Thirupporur,"Vandalur,Kandigai,Kelambakkam",Tambaram
555M,Tambaram,Thirupporur,"Kolapakkam, Mambakkam, Kayar, Vembedu",Tambaram
555N,Tambaram,Thirupporur,Guduvanchery,Tambaram
566A,Tambaram,Thiruvallur,"Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar",Tambaram
579A,Tambaram,Wallajabad,"Mudichur, Karasangal, Padappai, Oragadam Koot Road",Tambaram
583B,Tambaram,Perambakkam,"Old Perungalathur, Manimangalam, Sriperumbudur, Kattu Koot road, Meppedu, Koovam",Tambaram
583C,Tambaram,Sriperumbudur,"Mudichur, Mannivakkam, Karasangal, Manimangalam",Tambaram
583D,Tambaram,Sriperumbudur,"Old Perungalathur, Manimangalam, Mullai Nagar",Tambaram
1B,Tambaram,Thiruvottiyur,"Chromepet, Pallavaram, Guindy, Teynampet, D.M.S, L.I.C, Central R.S, Parry's Corner, Kalmandapam,",Tambaram
1E,Tambaram,Ennore,"Chromepet, Pallavaram, Guindy, Teynampet, D.M.S, L.I.C, Central R.S, Parry's Corner, Kalmandapam, Tollgate, Thiruvottiyur",Tambaram
M18,Tambaram,Guduvanchery,Vandalur Zoo/Arignar Anna Zoological Park,Tambaram
21P,Tambaram,Velachery,"Madipakkam, Kilkattalai, Eachangadu, Chromepet",Tambaram
66,Tambaram,Poonamallee,"MEPZ, Chromepet, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi",Tambaram
66P,Tambaram,Pattabiram,"Pallavaram, Kundrathur, Poonamallee,Parivakkam, Chittukadu,Thandarai",Tambaram
70,Tambaram,Avadi,"Ambattur, Padi, Thirumangalam, CMBT, Vadapalani, Ashok Pillar, Chennai Airport, Pallavaram, Chromepet",Tambaram
70C,Tambaram,Koyambedu Market,"Vadapalani, Udhayam, Pallavaram, Tambaram",Tambaram
70G,Tambaram,Ayanavaram,"Anna Nagar East, Thirumangalam, CMBT, Vadapalani, Ashok Pillar, Chennai Airport, Pallavaram, Chromepet",Tambaram
70T,Tambaram,Villivakkam,"Nadhamuni, Thirumangalam, CMBT, Vadapalani, Guindy, Pallavaram",Tambaram
L70,Tambaram,Menambedu,"Korattur, CMBT, Vadapalani, Udhayam Theater",Tambaram
80,Tambaram,Padappai,Manimangalam,Tambaram
170B,Tambaram,TVK Nagar,"Kolathur, Retteri, Thirumangalam, CMBT, Vadapalani, Ashok Pillar, Guindy, Pallavaram",Tambaram
170P,Tambaram,Pattabiram,"Avadi, Ambattur OT, Golden Flats, Thirumangalam, CMBT, Vadapalani, Pallavaram, Chromepet",Tambaram
266,Tambaram,Avadi,"Govardhanagiri, Kaduveti, Karaiyanchavadi, Kumananchavadi, Mangadu, Kundrathur, Pallavaram",Tambaram
M500,Tambaram,Chengalpattu,"Singaperumal Koil, Maraimalai nagar IE, Guduvancherry, Vandalur Zoo, Perugalathur",Tambaram
583,Tambaram,Sriperumbudur,"Mudichur, Padappai, Serapanacherri, Oragadam, Vallakottai, Pondur",Tambaram
583P,Tambaram,Pondhur,"Serapanancherri, Padappai, Mannivakkam, Mudichur",Tambaram
51A,Tambaram East,Agaramthen,Camp Road,Tambaram East
51D,Tambaram East,Broadway,"Convent, Camp road, Rajakilpakkam, Kozhipannai, Madambakkam, Jothi Nagar, Noothencherry, Vengaivasal, Santhosapuram, Medavakkam Koot road, Medavakkam, Pallikaranai, Velacherry, Saidapet, DMS, TVS, LIC,",Tambaram East
51H,Tambaram East,Saidapet,"Velachery,Pallikkaranai, Medavakkam, Kamarajapuram, Camp Road",Tambaram East
51K,Tambaram East,Navalur,"Camp Road, Zion School, Madambakkam,Sithalapakkam Koot road, Sithalapakkam, Ottiyambakkam, Karanai, Thalambur",Tambaram East
51L,Tambaram East,CMBT,"Vadapalani, Guindy, Velachery, Pallikkaranai, Medavakkam, Kamarajapuram, Camp Road",Tambaram East
51T,Tambaram East,Ponmar,"Camp road, Balaji nagar, Thiruvancherry, Paduvancherry, Agaram then, Kovilancherry, Madurapakkam",Tambaram East
A51,Tambaram East,High Court,"Camp Road, Kamarajapuram, Medavakkam, Pallikkaranai, Velachery, Guindy Race Course, DMS, LIC, Central R.S",Tambaram East
A51 cut,Tambaram East,Saidapet,"Camp Road, Kamarajapuram, Medavakkam, Pallikkaranai, Velachery, Guindy Race Course",Tambaram East
B51,Tambaram East,T. Nagar,"Camp Road, Santhosapuram, Medavakkam Koot Road, Kilkattalai, Madipakkam koot Road,Mount, Kathipara, Guindy",Tambaram East
B51 cut,Tambaram East,Saidapet,"Camp Road, Santhosapuram, Medavakkam Koot Road, Kilkattalai, Madipakkam koot Road,Mount, Kathipara, GuindyEstate",Tambaram East
T51,Tambaram East,Thiruvanmiyur,"Camp Road, Medavakkam, Sholinganallur, Karappakkam, SRP, Tidel Park",Tambaram East
T51 cut,Tambaram East,Kannaki Nagar,"Camp Road, Medavakkam, Sholinganallur",Tambaram East
T151,Tambaram East,Kovalam,"CampRoad, Medavakkam,Shozhinganallur, Navalur, Kelambakkam",Tambaram East
V151,Tambaram East,T. Nagar,"Saidapet, Velachery, Kamatchi Hospital, S.Kolathur, Kovilambakkam, Medavakkam Koot Road, Kamarajapuram, Camp Road",Tambaram East
M151K,Tambaram East,Kannagi Nagar,"CampRoad, Medavakkam, Shozhinganallur, Okkiam",Tambaram East
551A,Tambaram East,Kelambakkam,"CampRoad, Medavakkam, Ponmar, Mambakkam, Pudupakkam, Chettinad Hospital",Tambaram East
5A,Tambaram East,T. Nagar,"Saidapet, Velachery, Medavakkam, Camp Road",Tambaram East
M11,Tambaram East,Saidapet,"Guindy, St.Thomas Mount, Kilkattalai, Kovilambakkam, Medavakkam Koot Road, Santhosapuram, Camp Road",Tambaram East
M15 xt,Tambaram East,Mylapore,"Adyar, Thiruvanmiyur, SRP Tools, Velachery, Pallikaranai, Medavakkam, Camp Road",Tambaram East
51S,Tambaram East,Saidapet,"St.Thomas Mount, Madippakkam, Keelkattalai, Kovilambakkam, Medavakkam Koot Road,",Tambaram East
PP51,Tambaram East,High Court,"Selaiyur, Camp Road, Medavakkam, Pallikaranai, Velachery, Anna University, Adyar, Sathyastudio, MRC Nagar, Foreshore Estate, Santhome, AIR, Anna Square",Tambaram East
C51,Tambaram West,Adyar,"Camp Road, Kamarajapuram, Medavakkam, Sholinganallur, ECR, Injambakkam, Thiruvanmyur",Tambaram West
C51 cut,Tambaram West,Injambakkam,"Camp Road, Kamarajapuram, Medavakkam, Sholinganallur, ECR",Tambaram West
V51,Tambaram West,T. Nagar,"Saidapet, Velachery, Ram Nagar, Madipakkam, Kilkattalai, Kovilambakkam, Medavakkam Koot Road, Kamarajapuram, Camp Road",Tambaram West
V51 cut,Tambaram West,Velachery,"Ram Nagar, Madipakkam, Kilkattalai, Kovilambakkam, Medavakkam Koot Road, Kamarajapuram, Camp Road",Tambaram West
T151K,Tambaram West,Kovalam,"CampRoad, Medavakkam, Shozhinganallur,Panaiyur, Uthandi, Kanathur, Muttukadu",Tambaram West
21J cut,Tambaram West,Velachery,"Pallikkaranai, Medavakkam, Kamarajapuram, Camp Road, Poondi Bazar, Tambaram Sanatorium",Tambaram West
M21,Tambaram West,Velachery,"Narayanapuram, Pallikaranai, Medavakkam, Camp Road, Tambaram East",Tambaram West
88C,Thandalam,High Court,"Koovoor, Periyapannicherry, Baikadai, Porur, Guindy, Saidapet, DMS, TVS, Central R.S",Thandalam
562,Thandalam,Ambattur Estate,"Periyapalayam, Red Hills, Puzhal, Pudur, Ambattur OT",Thandalam
593,Thandalam,Broadway,"Beach R.S,Stanley, Mint,Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Periyapalayam",Thandalam
T29,Thiru vi ka nagar,Thiruvanmiyur,"Venus, Perambur, Jamaliya, Egmore, L.I.C, Mylapore, Adyar",Thiru Vi Ka Nagar
48B,Thiru.Vi.Ka Nagar,Ennore,"Venus, Perambur, Moolakadai, Madhavaram, Mathur Koot road, Manali Koot road, Sathyamoorthy nagar, Ernavoor, Ashok Leyeland",Thiru Vi Ka Nagar
38C,TVK Nagar,V House,"Venus, Perambur, Pattalam, Bhuvaneswari, Doveton, Choolai P.O, Central R.S, Simpson, Adam market, Triplicane P.O",Thiru Vi Ka Nagar
170B,TVK Nagar,Tambaram,"Kolathur, Retteri, Thirumangalam, CMBT, Vadapalani, Ashok Pillar, Guindy, Pallavaram",Thiru Vi Ka Nagar
46,TVK Nagar,CMBT,"Perambur, Ayanavaram, ICF, Anna Nagar East, Arumbakkam",Thiru Vi Ka Nagar
170C,TVK Nagar,Guindy Estate,"Kolathur, Retteri, Thirumangalam, CMBT, Vadapalani, Ashok Pillar",Thiru Vi Ka Nagar
155A,Thirumudi vakkam,Broadway,"Thiruneermalai, Nagakeni, Pallavaram, Guindy, Saidape t, DMS, LIC, Central R.S",Thirumudivakkam
22A,Thirunamiy ur,Ambattur I.E,"Korattur, Lucas, Nathamuni, ICF, Ayanavaram, Kellys, Purasaiwakkam, Egmore, Triplicane,Ka nnagi statue, Santhome, AMS, Adyar",Thiruvanmiyur
1C,Thiruvanmi yur,Ennore,"Adyar, Mylapore, Royapettah, Parry's Corner, Kalmandapam, Tollgate, Rajakadai, Theradi, Azax, Ernavoor",Thiruvanmiyur
1D,Thiruvanmi yur,Ennore,"Adyar, Mylapore, Royapettah, Parry's Corner, Kalmandapam, Thalankuppam",Thiruvanmiyur
A1,Thiruvanmi yur,Central R.S,"Adyar, Mylapore, Royapettah",Thiruvanmiyur
M1,Thiruvanmi yur,Kilkattalai,"SRP Tools, Velachery, Kaiveli, Ram Nagar, Madipakkam",Thiruvanmiyur
T1,Thiruvanmi yur,Royapuram M.C,"Adyar, Mylapore, Royapettah, Parry's Corner",Thiruvanmiyur
M1P,Thiruvanmi yur,Pozhichalur,"Velachery, Kilkattalai, Pallavaram, Pammal",Thiruvanmiyur
5S,Thiruvanmi yur,T.Nagar,"Adyar, Kotturpuram",Thiruvanmiyur
6D,Thiruvanmi yur,Tollgate,"Besant Nagar, Foreshore Estate, Parry's Corner",Thiruvanmiyur
6E,Thiruvanmi yur,Tollgate,"Adyar, Foreshore Estate, Parry's Corner, Kasimedu",Thiruvanmiyur
7S,Thiruvanmi yur,Saidapet West,"SRP Tools, Velachery, Saidapet, CIT Nagar",Thiruvanmiyur
21H Cut,Thiruvanmi yur,Kelambakkam,"SRP Tools,Perungudi,Sholinganallur,Navalu r,Padur",Thiruvanmiyur
A21,Thiruvanmi yur,Vandalur Zoo,"SRP Tools,Thorapakkam,Redial Road,Kamatchi Hospital, Eechangadu,Pallavaram, Chromepet, Tambaram, Perugalathur",Thiruvanmiyur
V21,Thiruvanmi yur,Guduvanchery,"SRP, Taramani, Velachery, Kamatchi Hospital, Chromepet, Tambaram",Thiruvanmiyur
23M,Thiruvanmi yur,CMBT,"Jayanthi, Adyar, Gandhi mandapam, Little mount, Saidapet, T.Nagar, Panagal park, Liberty, Power house, Vadapalani, MMDA Colony",Thiruvanmiyur
23M extn,Thiruvanmi yur,Anna Nagar West,"Adyar, Gandhi mandapam, Little mount, Saidapet, T.Nagar, Panagal park, Liberty, Power house, Vadapalani, MMDA Colony, CMBT, Thirumangalam",Thiruvanmiyur
29G,Thiruvanmi yur,Parvathy Nagar (Kodungaiyur),"Moolakadai, Perambur, Doveton, Egmore, LIC, Royapettah, Mylapore, Mandaveli, Adyar",Thiruvanmiyur
41G,Thiruvanmi yur,Oragadam,"Amabattur OT, Ambathur IE, Wavin, Collector nagar, Thirumangalam, Anna nagar Rountana, Amijikarai, Taylors road, Sterling road, Gemini, Stella Maris College, Mylapore, Mandaveli, AMS, Adyar",Thiruvanmiyur
47,Thiruvanmi yur/Adyar,Villivakkam,"T.Nagar, Valluvar Kottam, Pushpa nagar,Loyola college, Anna Nagar East",Thiruvanmiyur
47A,Thiruvanmi yur/Besant Nagar,ICF (Integral Coach Factory),"Adyar, T.Nagar, Sterling Road, Taylors Road, New Avadi Road",Thiruvanmiyur
47D,Thiruvanmi yur,Avadi,"Adyar, T. Nagar, Sterling Road, Ambattur I.E",Thiruvanmiyur
47D,Thiruvanmi yur,Ambathur O.T.,"Adyar, T. Nagar, Sterling Road, Ambattur I.E",Thiruvanmiyur
A47,Thiruvanmi yur,Avadi,"Adyar, T.Nagar, Pushpa Nagar, Ambattur I.E",Thiruvanmiyur
49,Thiruvanmi yur,Iyyapanthangal,"Guindy, Porur",Thiruvanmiyur
49xt,Thiruvanmi yur,Thiruverkadu,"Iyyapanthangal, Kumananchavadi, Velappanchavadi",Thiruvanmiyur
A147,Thiruvanmi yur,Avadi,"Adyar, T.Nagar, Pushpa Nagar, Ambattur I.E, Collector Nagar",Thiruvanmiyur
523,Thiruvanmi yur,Perunthandalam,"Perungudi,Sholinganallur,Kelambakka m, Thirupporur",Thiruvanmiyur
523A,Thiruvanmi yur,Karumbakkam,"Perungudi, Sholinganallur, Kelambakkam, Thirupporur",Thiruvanmiyur
549,Thiruvanmi yur,Sunguvarchathir am,"Adyar, Guindy, Porur, Iyyapanthangal, Kumananchavadi, Poonamallee, Irungatukottai, Sriperumbudur",Thiruvanmiyur
1A,Thiruvanmi yur,Thiruvottiyur,"Adyar, Mylapore, Royapettah, Central R.S, Kalmandapam, Tollgate, Rajakadai, Theradi",Thiruvanmiyur
4,Thiruvanmi yur,Thiruvottiyur,"Adyar, Mylapore, Luz, Music Academy, Royapettah, LIC, Central R.S, Regal, Vallalar Nagar, Tondiarpet, Tollgate, Therady",Thiruvanmiyur
M7,Thiruvanmi yur,T.Nagar,"Saidapet, Velachery, SRP Tools",Thiruvanmiyur
M7A,Thiruvanmi yur,T.Nagar,"Saidapet, Guindy, Velachery, IRT, SRP Tools",Thiruvanmiyur
21D,Thiruvanmi yur,Broadway,"Indira Nagar, Besant Nagar, Foreshore Estate, Anna Square",Thiruvanmiyur
23C xt,Thiruvanmi yur,Korattur,"Lucas, Nathamuni, ICF, Ayanavaram, Purasaiwakkam, Egmore, LIC, TVS, Saidapet, Adyar",Thiruvanmiyur
29C xt,Thiruvanmi yur,Mathur MMDA,"Madhavaram Milk colony, Thapal petti, Moolakadai, Perambur",Thiruvanmiyur
29L,Thiruvanmi yur,Periyar Nagar,"Egmore, Teynampet, Saidapet, Adyar",Thiruvanmiyur
T29,Thiruvanmi yur,Thiru vi ka nagar,"Venus, Perambur, Jamaliya, Egmore, L.I.C, Mylapore, Adyar",Thiruvanmiyur
D41,Thiruvanmi yur,Ambattur O.T.,"Korattur, Lucas,Thirumangalam, Amijikarai, KMC, Chetpet,Sterling road, Gemini,Teynampet,Nandanam, Adyar Gate, Mandaveli, AMS, Adyar",Thiruvanmiyur
T51,Thiruvanmi yur,Tambaram East,"Camp Road, Medavakkam, Sholinganallur, Karappakkam, SRP, Tidel Park",Thiruvanmiyur
M70,Thiruvanmi yur,CMBT,"Vadapalani, Ashok nagar, Guindy, Checkpost, Velacherry, Taramani, SRP",Thiruvanmiyur
M70 xt,Thiruvanmi yur,Anna Nagar West,"Thirumangalam, CMBT, Vadapalani, Ashok nagar, Guindy, Checkpost, Velacherry, Taramani, SRP tools, Jayanthi",Thiruvanmiyur
T242,Thiruvanmi yur,Padiyanallur,"Puzhal, Retteri, Kolathur, Perambur, Doveton, Vepery, Central R.S, Broadway, Marina, Santhome,Adyar",Thiruvanmiyur
154A,Thirunindr avur,T. Nagar,"Kosavapalayam, Pudhuchatiram, Vellavedu, Thirumazhisai, Poonamallee, Kumananchavadi, Iyyapanthangal, Porur, Guindy, Saidapet",Thiru Nindravur
54A,Thirunindr avur,Poonamallee,"Thirumazhisai, Vellavedu, Pudhuchatiram, Periyakottambedu, Kosavapalayam",Thiru Nindravur
71E,Thirunindr avur,Broadway /Am battur I.E (NS),"Central R.S, New Avadi road, Nadhamuni, Ambattur I.E, Ambattur OT, Avadi",Thiru Nindravur
221H,Thirupporu r,Central R.S,"LIC,DMS, Saidapet,IIT Chennai, Madhya Kailash, Tidel Park, Thoraipakkam, Sholinganallur, SIRUSERI, Kelambakkam",Thirupporur
568B,Thirupporu r,Velachery,"Sholinganallur, Kelambakkam",Thirupporur
517T,Thirupporu r,Pallavaram,"Eachangadu, Kovilambakkam, Medavakkam Koot Road, Sholinganallur, Kelambakkam",Thirupporur
519,Thirupporu r,T. Nagar,"Saidapet, Tidel park,Sholinganallur, Kelambakkam",Thirupporur
519 cut,Thirupporu r,Adyar,"SRP tools, Sholinganallur, Kelambakkam, Kalavakkam",Thirupporur
521,Thirupporu r,"Broadway, Chennai","Marina,Thiruvanmiyur,Perungudi,Sholi nganallur,Kelambakkam",Thirupporur
552K,Thirupporu r,Kilkattalai,"Medavakkam, Sholinganallur, Kelamba kkam",Thirupporur
555,Thirupporu r,Tambaram,"Vandalur,Kandigai,Kelambakkam",Thirupporur
555M,Thirupporu r,Tambaram,"Kolapakkam, Mambakkam, Kayar, Vembedu",Thirupporur
555N,Thirupporu r,Tambaram,Guduvanchery,Thirupporur
566,Thirupporu r,Kundrathur,"Anakaputhur, Pammal, Pallavaram, Chromepet, Tambaram Sanatorium, Tambaram, Vandalur, Kandigai, Mambakkam, Pudhupakkam, Chettinad Hospital, Kelambakkam",Thirupporur
587,Thirupporu r,Broadway,"Marina,Thiruvamiyur,ECR,Kelambakka m",Thirupporur
505,Thiruvallur,Red Hills,"Alamadhi, Tamaraipakkam, Vishnuvakkam, Moolakarai, Ekkadu Kandigai",Thiruvallur
571,Thiruvallur,Broadway,"Central R.S, Taylors Road, Nadhamuni, Padi, Ambattur IE, Avadi, Thirunindravur, Vepampattu, Sevapet, Kakallur",Thiruvallur
572,Thiruvallur,Ambattur I.E,"Ambattur OT, Avadi, Pattabiram, Thirunindravur, Veppampattu, Sevapet, Kakallur",Thiruvallur
572A,Thiruvallur,Avadi,"Pattabiram, Thirunindravur, Veppampattu, Sevapet, Kakallur",Thiruvallur
597,Thiruvallur,T. Nagar/Mandav eli,"Guindy, Iyypanthangal, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar",Thiruvallur
566A,Thiruvallur,Tambaram,"Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar",Thiruvallur
583A,Thiruvallur,Sriperumbudur,"Manavalan Nagar, Mel Nallathur, Kizh Nallathur,Polivakkam, Kattu Koot Road",Thiruvallur
596,Thiruvallur,CMBT,"Koyambedu, Nerkundram, Madhuravoyal, Kumanan chavadi, Poonamallee, Thirumazhisai, Vellavedu, Nemam, Pudhuchatiram, Mettukandigai, Arnavoyal kuppam, Arnavoyal, Murkancherry, Manavalan Nagar",Thiruvallur
